,Description,Price,Sq_feet
7103,1 Bedroom Independent House for rent in Ramanthapur,6500,500
7104,1 BHK Independent Builder Floor for rent in Ramanthapur,8500,600
7105,2 BHK Residential Apartment for rent in Karthikeya Nagar,8700,850
7106,1 Bedroom Independent House for rent in Gajulramaram,6500,342
7107,1 Bedroom Independent House for rent in Gajulramaram,6500,350
7108,2 BHK Residential Apartment for rent in Miyapur,10000,1112
7109,3 BHK Residential Apartment for rent in Moti Nagar,25000,1125
7110,2 BHK Residential Apartment for rent in Kondapur,25000,1165
7111,2 BHK Independent Builder Floor for rent in Chandanagar,15000,1200
7112,2 BHK Residential Apartment for rent in Tellapur,15000,1350
7113,1 Bedroom Independent House for rent in LB Nagar,10000,1100
7114,2 BHK Independent Builder Floor for rent in Ameerpet,14000,1000
7115,1 BHK Independent Builder Floor for rent in Ameerpet,9000,600
7116,3 BHK Residential Apartment for rent in Kukatpally,20000,1800
7117,3 Bedroom Independent House for rent in Santosh Nagar,12000,1800
7118,3 BHK Independent Builder Floor for rent in Sanjeeva Reddy Nagar,24000,1725
7119,2 BHK Independent Builder Floor for rent in Dwarakamai Nagar,8000,1000
7120,2 BHK Independent Builder Floor for rent in Manikonda,14500,1550
7121,3 Bedroom Independent House for rent in Nagaram,10000,1600
7122,2 BHK Residential Apartment for rent in Tarnaka,9000,850
7123,2 BHK Residential Apartment for rent in Tarnaka,9000,850
7124,2 BHK Residential Apartment for rent in Tarnaka,9000,850
7125,2 BHK Residential Apartment for rent in Karthikeya Nagar,8500,950
7126,2 BHK Residential Apartment for rent in Khajaguda,26000,1006
7127,3 BHK Residential Apartment for rent in Kondapur,25000,1600
7128,3 BHK Residential Apartment for rent in Pocharam,15000,1360
7129,1 BHK Residential Apartment for rent in Behind Boduppal Bus Stand,5000,320
7130,1 Bedroom Independent House for rent in ECIL,5000,600
7131,2 BHK Independent Builder Floor for rent in Langar Houz,12000,1125
7132,1 BHK Residential Apartment for rent in Begumpet,7100,701
7133,2 Bedroom Independent House for rent in Osman Nagar,10000,1620
7134,1 BHK Independent Builder Floor for rent in Chaitanyapuri,7500,499
7135,2 BHK Residential Apartment for rent in Miyapur,10000,1100
7136,2 Bedroom Independent House for rent in New Vasavi Nagar,10000,700
7137,3 BHK Residential Apartment for rent in Suchitra,30000,1894
7138,1 BHK Residential Apartment for rent in Jubilee Hills,10000,650
7139,2 BHK Residential Apartment for rent in Somajiguda,12000,1200
7140,3 BHK Residential Apartment for rent in Gopanpally,19000,1575
7141,2 Bedroom Independent House for rent in Tirumalanagar,12500,1400
7142,3 BHK Residential Apartment for rent in Narsingi,25000,1720
7143,3 BHK Residential Apartment for rent in Gachibowli,51000,2160
7144,2 Bedroom Independent House for rent in Hayathnagar,7000,1250
7145,3 BHK Residential Apartment for rent in Financial District,80000,3015
7146,2 BHK Residential Apartment for rent in Kukatpally,13000,1140
7147,1 Bedroom Independent House for rent in West Venkatapuram,6500,1700
7148,2 BHK Residential Apartment for rent in Madhapur,28000,1100
7149,2 BHK Residential Apartment for rent in Madhapur,28000,1100
7150,2 BHK Residential Apartment for rent in Ashok Nagar,16000,1000
7151,3 BHK Residential Apartment for rent in Hafeezpet,21000,2200
7152,2 BHK Residential Apartment for rent in Peeramcheru,14000,1100
7153,2 Bedroom Independent House for rent in Kukatpally,10000,600
7154,2 BHK Residential Apartment for rent in 2nd Phase KPHB,15000,1050
7155,2 Bedroom Independent House for rent in Dammaiguda,10000,1700
7156,2 BHK Residential Apartment for rent in Kondapur,17000,1150
7157,3 BHK Independent Builder Floor for rent in Attapur,14000,1200
7158,3 BHK Residential Apartment for rent in Mallampet,10000,1450
7159,1 Bedroom Independent House for rent in Ghatkesar,3500,1501
7160,2 BHK Independent Builder Floor for rent in Tolichowki,13000,850
7161,1 Bedroom Independent House for rent in Uppal,6000,550
7162,3 BHK Residential Apartment for rent in Naveen Nagar,50000,2200
7163,1 BHK Independent Builder Floor for rent in Kothapet,6500,550
7164,3 BHK Residential Apartment for rent in Kondapur,43000,1690
7165,2 BHK Residential Apartment for rent in Nizampet,15000,1400
7166,3 BHK Independent Builder Floor for rent in Vijaya Nagar Colony,22000,1500
7167,2 Bedroom Independent House for rent in Osman Nagar,14000,1620
7168,3 BHK Residential Apartment for rent in Kokapet,35000,1675
7169,2 BHK Independent Builder Floor for rent in Medipally,8000,1150
7170,2 BHK Residential Apartment for rent in Manikonda,18000,1050
7171,3 BHK Residential Apartment for rent in Nanakramguda,36000,2000
7172,2 BHK Independent Builder Floor for rent in Gajulramaram,6000,1000
7173,2 BHK Independent Builder Floor for rent in East Anand Bagh,7000,1100
7174,3 BHK Residential Apartment for rent in Nizampet,20000,1520
7175,3 BHK Residential Apartment for rent in Nizampet,20000,1520
7176,2 BHK Residential Apartment for rent in Chandanagar,18000,1400
7177,2 BHK Residential Apartment for rent in Gachibowli,43000,1480
7178,2 BHK Residential Apartment for rent in Financial District,30000,1245
7179,1 Bedroom Independent House for rent in Trimulgherry,5000,2250
7180,3 BHK Residential Apartment for rent in Manikonda,18500,1800
7181,2 BHK Residential Apartment for rent in Narsingi,18000,1100
7182,3 Bedroom Independent House for rent in Vasavi Colony,32000,5000
7183,2 BHK Residential Apartment for rent in East Anand Bagh,12000,1150
7184,2 BHK Residential Apartment for rent in Shivapuri Colony,11000,800
7185,2 BHK Residential Apartment for rent in Somajiguda,25000,1400
7186,1 BHK Independent Builder Floor for rent in Peerzadiguda,6500,750
7187,1 BHK Independent Builder Floor for rent in Peerzadiguda,5500,650
7188,3 Bedroom Independent House for rent in Bowrampet,15000,1602
7189,2 BHK Residential Apartment for rent in Bowenpally,16000,1035
7190,3 BHK Residential Apartment for rent in Kondapur,25000,1700
7191,1 Bedroom Independent House for rent in Karkhana,5000,180
7192,2 BHK Independent Builder Floor for rent in Huda Colony,10000,1000
7193,3 BHK Residential Apartment for rent in Chilkalguda,12000,1200
7194,2 BHK Residential Apartment for rent in Surya Complex,8000,950
7195,2 BHK Residential Apartment for rent in Yadav Nagar,8500,960
7196,2 Bedroom Independent House for rent in West Marredpally,17000,1010
7197,3 Bedroom Independent House for rent in Srinivasa Nagar West,16500,2000
7198,1 Bedroom Independent House for rent in YousufGuda,7999,630
7199,1 BHK Residential Apartment for rent in Sanath Nagar,7999,730
7200,1 BHK Residential Apartment for rent in Ameerpet,7600,720
7201,1 BHK Residential Apartment for rent in Ameerpet,7600,720
7202,2 BHK Independent Builder Floor for rent in Malkajgiri,10000,3150
7203,2 Bedroom Independent House for rent in Ashok Nagar,10000,1620
7204,1 BHK Residential Apartment for rent in Kondapur,7000,650
7205,2 BHK Residential Apartment for rent in Narsingi,20000,1180
7206,2 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,23000,1260
7207,2 BHK Residential Apartment for rent in Adibatla,18000,1380
7208,3 BHK Residential Apartment for rent in Manikonda,40000,1616
7209,2 BHK Residential Apartment for rent in Ameerpet,13000,1070
7210,1 BHK Independent Builder Floor for rent in YousufGuda,7500,660
7211,1 Bedroom Independent House for rent in New Maruthi Nagar,6500,800
7212,2 BHK Residential Apartment for rent in Nallagandla,13000,1100
7213,3 BHK Residential Apartment for rent in GACHIBOWLI,37000,2150
7214,3 BHK Residential Apartment for rent in Alwal,20000,1650
7215,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,28000,1650
7216,3 BHK Residential Apartment for rent in Miyapur,20000,1490
7217,1 BHK Residential Apartment for rent in Ameerpet,7400,680
7218,2 BHK Residential Apartment for rent in Appa Junction,11000,1100
7219,3 Bedroom Independent House for rent in Mokila,40000,2600
7220,4 BHK Residential Apartment for rent in Kokapet,68500,3455
7221,2 Bedroom Independent House for rent in Mallampet,12000,1500
7222,3 BHK Residential Apartment for rent in Osman Nagar,13000,1550
7223,2 BHK Residential Apartment for rent in Safilguda,6000,600
7224,3 BHK Residential Apartment for rent in Kondapur,26500,1600
7225,3 BHK Residential Apartment for rent in Begumpet,18000,1500
7226,3 BHK Residential Apartment for rent in Gachibowli,42500,1834
7227,4 BHK Residential Apartment for rent in Telecom Nagar,45000,2550
7228,2 Bedroom Independent House for rent in Narsingi,15000,3600
7229,2 BHK Residential Apartment for rent in JNTU,18500,1230
7230,3 BHK Residential Apartment for rent in Gachibowli,42500,1834
7231,2 Bedroom Independent House for rent in Old Bowenpally,13000,1300
7232,3 BHK Residential Apartment for rent in Kondapur,30000,1800
7233,3 BHK Residential Apartment for rent in Manikonda,15000,1450
7234,2 BHK Independent Builder Floor for rent in Red Hills,15000,1000
7235,3 BHK Residential Apartment for rent in Venkatraya Nagar,9000,1200
7236,3 Bedroom Independent House for rent in Raghavendra Colony,15000,1560
7237,4 BHK Residential Apartment for rent in Telecom Nagar,60000,2550
7238,2 BHK Residential Apartment for rent in Appa Junction,11000,1125
7239,2 Bedroom Independent House for rent in Kundanbagh,18000,4000
7240,2 Bedroom Independent House for rent in Nacharam,14000,1200
7241,4 BHK Residential Apartment for rent in 5th Phase KPHB,1.25,4761
7242,2 BHK Independent Builder Floor for rent in Padmarao Nagar,12000,1000
7243,3 BHK Residential Apartment for rent in Kondapur,43000,1880
7244,3 BHK Residential Apartment for rent in Hi-Tech City,28000,1180
7245,3 BHK Residential Apartment for rent in Gachibowli,33000,1380
7246,2 Bedroom Independent House for rent in Beeramguda,10000,1125
7247,2 Bedroom Independent House for rent in Narapally,7500,1800
7248,4 Bedroom Independent House for rent in West End Colony,38000,1800
7249,3 BHK Residential Apartment for rent in Mayuri Nagar,24500,1430
7250,2 BHK Residential Apartment for rent in Yadav Nagar,8500,900
7251,2 Bedroom Independent House for rent in Allwyn Colony,9000,1000
7252,2 Bedroom Independent House for rent in Allwyn Colony,9000,1000
7253,3 BHK Residential Apartment for rent in Nallagandla,35000,1800
7254,2 BHK Residential Apartment for rent in Pocharam,10000,1308
7255,2 BHK Residential Apartment for rent in Himayat Nagar,14000,1050
7256,2 BHK Independent Builder Floor for rent in Nagole,10000,850
7257,2 Bedroom Independent House for rent in Medipally,8000,1050
7258,3 BHK Residential Apartment for rent in Gachibowli,24000,1630
7259,2 BHK Residential Apartment for rent in Financial District,29000,1275
7260,3 BHK Residential Apartment for rent in Gachibowli,30000,1492
7261,3 BHK Residential Apartment for rent in Malkajgiri,10000,1150
7262,4 Bedroom Independent House for rent in Journalist Colony,65000,3400
7263,3 BHK Residential Apartment for rent in Srinagar Colony,40000,5400
7264,"3 Bedroom Independent House for rent in Praneeth Homes,",15000,1800
7265,2 BHK Residential Apartment for rent in Goutham Nagar,12500,1152
7266,1 BHK Residential Apartment for rent in Shirdi Sai Nagar,6500,300
7267,2 BHK Residential Apartment for rent in Goutham Nagar,12000,1050
7268,2 Bedroom Independent House for rent in Swarnapuri Colony II,11000,1350
7269,2 Bedroom Independent House for rent in Prajay Water Front Phase 2,9000,850
7270,2 BHK Independent Builder Floor for rent in Jai Jawahar Nagar,9500,1800
7271,2 Bedroom Independent House for rent in Aminpur,10500,600
7272,3 BHK Residential Apartment for rent in PJR Layout,14000,1700
7273,3 Bedroom Independent House for rent in LB Nagar,14000,1600
7274,2 BHK Residential Apartment for rent in Nallagandla,18000,1250
7275,1 Bedroom Independent House for rent in Shamshabad,8000,300
7276,2 BHK Residential Apartment for rent in PJR Layout,10000,1200
7277,2 BHK Residential Apartment for rent in Kukatpally,25000,1441
7278,2 BHK Residential Apartment for rent in Kukatpally,25000,1441
7279,2 BHK Residential Apartment for rent in Nallagandla,19000,1250
7280,1 BHK Residential Apartment for rent in Manikonda,12000,500
7281,1 Bedroom Independent House for rent in Beeramguda,7000,150
7282,2 BHK Residential Apartment for rent in Miyapur,18000,1245
7283,3 BHK Residential Apartment for rent in Pragathi Nagar,14000,1640
7284,3 BHK Residential Apartment for rent in KPHB,27000,1695
7285,Residential property for rent in 3rd Phase KPHB,20000,1500
7286,3 BHK Residential Apartment for rent in Road No.14,40000,2320
7287,2 BHK Residential Apartment for rent in Lanco Hills,15000,1000
7288,1 Bedroom Independent House for rent in Hi-Tech City,12000,600
7289,3 Bedroom Independent House for rent in Alluri Seetha Ramaraju Nagar,22000,2160
7290,4 Bedroom Independent House for rent in Gandipet,75000,4050
7291,2 BHK Residential Apartment for rent in Nallagandla,18500,1220
7292,1 BHK Independent Builder Floor for rent in Sairam Nagar Colony,6000,600
7293,3 BHK Residential Apartment for rent in Serlingampally,20000,1450
7294,2 BHK Independent Builder Floor for rent in Sairam Nagar Colony,10000,1100
7295,2 BHK Residential Apartment for rent in LIC Jayanagar Colony,8500,700
7296,2 Bedroom Independent House for rent in Huda Layout,7500,1000
7297,3 BHK Residential Apartment for rent in New Bhoiguda,22000,1500
7298,3 Bedroom Independent House for rent in Balaji Hills Colony,22000,2300
7299,3 Bedroom Independent House for rent in Bandlaguda,15000,1400
7300,3 BHK Independent Builder Floor for rent in Muppas Panchavati Colony,25000,1500
7301,2 BHK Residential Apartment for rent in Alkapuri,12000,870
7302,1 BHK Independent Builder Floor for rent in Tellapur,7000,675
7303,(1 RK) Studio Apartment for rent in Old Bowenpally,5000,120
7304,(1 RK) Studio Apartment for rent in Old Bowenpally,5000,120
7305,(1 RK) Studio Apartment for rent in Old Bowenpally,5000,120
7306,2 BHK Residential Apartment for rent in Gopanpally,18500,1206
7307,2 Bedroom Independent House for rent in Kapra,10000,1620
7308,3 Bedroom Independent House for rent in Saket,20000,1900
7309,3 BHK Residential Apartment for rent in 5th Phase KPHB,50000,2214
7310,2 Bedroom Independent House for rent in Gajulramaram,12500,1280
7311,2 BHK Residential Apartment for rent in Muppas Panchavati Colony,18000,1050
7312,2 BHK Residential Apartment for rent in Begumpet,12000,853
7313,2 BHK Residential Apartment for rent in Pragathi Nagar,15000,1150
7314,4 Bedroom Independent House for rent in Annojiguda,14000,210
7315,2 BHK Residential Apartment for rent in Muppas Panchavati Colony,25000,1086
7316,2 BHK Residential Apartment for rent in Lake view colony,13000,1010
7317,2 BHK Residential Apartment for rent in Kavuri Hills,26000,1200
7318,4 Bedroom Independent House for rent in Khajaguda,50000,3500
7319,2 BHK Residential Apartment for rent in Khajaguda,23000,1053
7320,2 BHK Residential Apartment for rent in Kushaiguda,14000,950
7321,2 BHK Residential Apartment for rent in Hyder Nagar,10000,800
7322,2 BHK Residential Apartment for rent in Padma Rao nagar,14000,1000
7323,3 BHK Residential Apartment for rent in Banjara hills,1.3,2670
7324,2 BHK Residential Apartment for rent in Thumkunta,12000,1010
7325,2 BHK Residential Apartment for rent in Nallagandla,23000,1740
7326,2 BHK Residential Apartment for rent in botanical gardens,20000,1200
7327,2 BHK Residential Apartment for rent in Kothaguda,29000,1290
7328,2 BHK Residential Apartment for rent in Beeramguda,7500,1036
7329,2 BHK Residential Apartment for rent in Pragathi Enclave,17000,1255
7330,2 BHK Residential Apartment for rent in Pragathi Enclave,17000,1255
7331,2 BHK Residential Apartment for rent in Safari Nagar,25000,1238
7332,1 Bedroom Independent House for rent in Huda Layout,8000,2340
